Game,Sample_score,Sample_reward,MeanScore,Mean_reward,Record
193100,4,-10.4,5.708777835318488,-7.988585,104
193200,3,-9.95,5.708638716356107,-7.9882736,104
193300,2,-10.4,5.7086497672012415,-7.9879074,104
193400,6,-9.4,5.708908996897621,-7.9876766,104
193500,14,-8.9,5.708785529715763,-7.9877996,104
193600,14,-8.4,5.709204545454545,-7.9875755,104
193700,13,-8.4,5.709096541042849,-7.987491,104
193800,3,-10.5,5.7090608875129,-7.9874215,104
193900,4,-11.0,5.709355337802991,-7.9874277,104
194000,4,-10.4,5.710072164948453,-7.987475,104
194100,4,-10.4,5.7095311695002575,-7.9875507,104
194200,4,-10.9,5.7091452111225545,-7.9872723,104
194300,1,-9.95,5.709248584662893,-7.9870377,104
194400,3,-9.9,5.70917695473251,-7.9870934,104
194500,2,-9.9,5.709264781491003,-7.987226,104
194600,4,-10.4,5.710046248715313,-7.9872746,104
194700,4,-9.8,5.7096096558808425,-7.986997,104
194800,14,-9.4,5.70902977412731,-7.9867654,104
194900,14,-8.9,5.709538224730631,-7.986712,104
195000,1,-9.4,5.7092307692307696,-7.9864883,104
195100,4,-10.3,5.709328549461815,-7.986442,104
195200,4,-10.4,5.7098309426229505,-7.986285,104
195300,3,-10.45,5.710399385560676,-7.9862475,104
195400,9,-9.9,5.71060900716479,-7.985967,104
195500,4,-10.4,5.710127877237852,-7.986043,104
195600,4,-9.95,5.7105725971370145,-7.9860787,104
195700,4,-11.0,5.711006642820644,-7.985997,104
195800,4,-10.9,5.710995914198161,-7.9858584,104
195900,4,-10.5,5.710811638591118,-7.9856477,104
196000,4,-10.4,5.710698979591837,-7.9855523,104
196100,4,-10.9,5.711096379398266,-7.985515,104
196200,3,-9.9,5.711340468909277,-7.9856863,104
196300,1,-9.95,5.712170147733062,-7.9856663,104
196400,3,-10.5,5.712428716904277,-7.985472,104
196500,4,-10.4,5.713201017811705,-7.985292,104
196600,6,-10.9,5.713306205493388,-7.9851317,104
196700,4,-10.0,5.712979156075241,-7.9850144,104
196800,4,-9.85,5.713104674796748,-7.985144,104
196900,4,-9.9,5.713052310817674,-7.9852786,104
197000,3,-9.4,5.712781725888325,-7.9852276,104
197100,3,-10.4,5.712470826991375,-7.985202,104
197200,2,-10.4,5.712677484787018,-7.984906,104
197300,6,-10.05,5.712564622402433,-7.9849234,104
197400,4,-10.0,5.712852077001013,-7.984923,104
197500,4,-10.3,5.712491139240506,-7.984998,104
197600,4,-10.2,5.712894736842105,-7.9849114,104
197700,4,-10.4,5.713566009104704,-7.984661,104
197800,1,-10.45,5.7145854398382205,-7.9844937,104
197900,2,-9.4,5.714128347650329,-7.9843454,104
198000,4,-10.9,5.714121212121212,-7.9841094,104
198100,4,-11.4,5.7142604745078245,-7.983926,104
198200,3,-10.9,5.7139505549949545,-7.984008,104
198300,4,-11.4,5.714437720625315,-7.9839272,104
198400,4,-10.9,5.714274193548387,-7.9838986,104
198500,1,-9.4,5.7144836272040305,-7.9838934,104
198600,9,-11.2,5.7147935548841895,-7.9838357,104
198700,4,-10.4,5.714358329139406,-7.9839873,104
198800,3,-9.95,5.714527162977867,-7.983687,104
198900,4,-9.9,5.714419306184012,-7.983668,104
199000,3,-9.4,5.715085427135678,-7.9836025,104
199100,9,-9.9,5.7152787543947765,-7.983567,104
199200,43,-8.9,5.715918674698795,-7.98335,104
199300,2,-10.45,5.716006021073758,-7.982992,104
199400,4,-9.9,5.716700100300903,-7.9829054,104
199500,4,-9.9,5.716726817042606,-7.9827957,104
199600,4,-10.4,5.716192384769539,-7.982868,104
199700,12,-8.4,5.71636454682023,-7.9824524,104
199800,4,-9.9,5.716841841841842,-7.9824696,104
199900,16,-8.9,5.716833416708354,-7.982296,104
200000,4,-10.9,5.71715,-7.9822593,104
200100,14,-8.4,5.717081459270365,-7.9822226,104
200200,6,-10.9,5.717052947052947,-7.982219,104
200300,1,-9.9,5.716560159760359,-7.981849,104
200400,3,-9.95,5.716546906187625,-7.9817476,104
200500,2,-10.4,5.716493765586035,-7.981424,104
200600,4,-10.9,5.716470588235294,-7.981142,104
200700,4,-10.5,5.71655206776283,-7.9809494,104
200800,4,-10.95,5.716942231075697,-7.980799,104
200900,6,-10.45,5.717162767546043,-7.9805775,104
201000,4,-10.7,5.71728855721393,-7.9803133,104
201100,4,-10.4,5.717105917454003,-7.980405,104
201200,4,-9.85,5.7171868787276345,-7.980061,104
201300,2,-9.9,5.717367113760556,-7.979984,104
201400,4,-11.4,5.717462760675273,-7.97985,104
201500,4,-10.45,5.71731017369727,-7.9795794,104
201600,4,-9.8,5.717217261904762,-7.9795775,104
201700,4,-9.4,5.717322756569162,-7.9795218,104
201800,4,-9.8,5.717279484638255,-7.979192,104
201900,1,-9.9,5.717211490837048,-7.9789567,104
202000,4,-10.95,5.717064356435643,-7.978797,104
202100,4,-9.9,5.717135081642751,-7.9786243,104
202200,3,-9.95,5.716815034619189,-7.9785347,104
202300,4,-11.4,5.717048937221947,-7.978714,104
202400,4,-9.35,5.717554347826087,-7.97855,104
202500,14,-10.0,5.71764938271605,-7.978454,104
202600,34,-10.5,5.717956564659428,-7.978322,104
202700,3,-9.45,5.718450912678835,-7.978162,104
202800,4,-11.9,5.718377712031558,-7.9779825,104
202900,4,-10.4,5.718881222276984,-7.9780097,104
203000,6,-10.9,5.718935960591133,-7.978123,104
203100,4,-10.4,5.718581979320532,-7.9779377,104
203200,4,-10.4,5.718375984251969,-7.9779596,104
203300,4,-9.95,5.718509591736351,-7.97765,104
203400,4,-10.4,5.718687315634218,-7.9774375,104
203500,2,-9.9,5.718471744471745,-7.977597,104
203600,4,-10.9,5.719312377210216,-7.977481,104
203700,1,-9.95,5.719641629847815,-7.9773965,104
203800,14,-7.9,5.719749754661433,-7.9770803,104
203900,3,-10.4,5.719720451201569,-7.9772162,104
204000,14,-8.4,5.719774509803922,-7.9768057,104
204100,13,-8.4,5.720073493385596,-7.976804,104
204200,4,-10.4,5.7204897159647405,-7.976532,104
204300,2,-9.9,5.7205580029368575,-7.9765606,104
204400,4,-10.9,5.72011252446184,-7.976626,104
204500,4,-9.9,5.720053789731051,-7.9765496,104
204600,6,-10.4,5.719692082111437,-7.9766026,104
204700,4,-9.9,5.719623839765511,-7.976382,104
204800,4,-10.45,5.7198193359375,-7.9760823,104
204900,13,-8.9,5.719926793557833,-7.975916,104
205000,2,-10.45,5.719453658536585,-7.9759703,104
205100,4,-11.25,5.7195953193564115,-7.975763,104
205200,4,-10.9,5.719800194931774,-7.975814,104
205300,44,-8.5,5.719736970287384,-7.9758453,104
205400,3,-9.9,5.719532619279454,-7.975775,104
205500,4,-9.95,5.719031630170316,-7.975964,104
205600,3,-10.5,5.718759727626459,-7.9759946,104
205700,6,-9.9,5.718570734078756,-7.975981,104
205800,4,-11.4,5.718313896987366,-7.9762044,104
205900,3,-10.45,5.718542982030112,-7.976142,104
206000,3,-10.45,5.718432038834951,-7.975982,104
206100,4,-10.9,5.718583212032994,-7.97586,104
206200,4,-10.9,5.718777885548012,-7.976057,104
206300,4,-10.1,5.718797867183713,-7.9759355,104
206400,14,-8.4,5.718730620155039,-7.975977,104
206500,4,-10.4,5.718866828087167,-7.9758716,104
206600,4,-10.7,5.718978702807357,-7.9756703,104
206700,3,-9.9,5.719462989840348,-7.9755926,104
206800,2,-10.45,5.718931334622824,-7.9756665,104
206900,4,-9.45,5.718685355244079,-7.975662,104
207000,4,-9.9,5.718908212560386,-7.9755225,104
207100,4,-10.2,5.718686624818928,-7.9754496,104
207200,4,-10.2,5.71851833976834,-7.975379,104
207300,6,-10.4,5.718596237337192,-7.975375,104
207400,4,-9.9,5.718399228543877,-7.9753494,104
207500,6,-9.8,5.718106024096386,-7.975115,104
207600,4,-10.9,5.717846820809249,-7.9751573,104
207700,9,-10.1,5.717717862301396,-7.97499,104
207800,4,-9.95,5.717589027911453,-7.9748893,104
207900,4,-9.4,5.717970177970178,-7.974802,104
208000,4,-10.45,5.717932692307692,-7.974718,104
208100,3,-10.45,5.717770302739067,-7.9746733,104
208200,4,-10.45,5.7176224783861676,-7.974626,104
208300,2,-10.45,5.718415746519443,-7.9743004,104
208400,4,-10.45,5.718411708253359,-7.974332,104
208500,4,-10.4,5.718220623501199,-7.974346,104
208600,4,-9.9,5.718403643336529,-7.974213,104
208700,3,-10.4,5.71829420220412,-7.974086,104
208800,16,-8.9,5.718376436781609,-7.9740834,104
208900,3,-10.4,5.718415509813307,-7.9739594,104
209000,4,-9.7,5.718095693779905,-7.9737496,104
209100,4,-10.9,5.718790052606408,-7.973547,104
209200,4,-10.9,5.718666347992352,-7.9735503,104
209300,4,-10.45,5.7184949832775915,-7.9735274,104
209400,4,-10.45,5.718662846227316,-7.97326,104
209500,2,-11.45,5.718749403341289,-7.9731617,104
209600,2,-9.9,5.718373091603054,-7.973306,104
209700,4,-10.4,5.718283261802575,-7.9730315,104
209800,4,-10.4,5.718188751191611,-7.973177,104
209900,4,-10.4,5.718151500714626,-7.973004,104
210000,13,-7.9,5.718157142857143,-7.972997,104
210100,14,-8.9,5.718262732032366,-7.972794,104
210200,4,-10.4,5.718358705994291,-7.972776,104
210300,1,-9.9,5.718316690442226,-7.9728093,104
210400,2,-10.4,5.7184268060836505,-7.972729,104
210500,4,-9.45,5.718375296912114,-7.9724355,104
210600,6,-11.4,5.718428300094967,-7.9723663,104
210700,6,-10.9,5.718504983388704,-7.972188,104
210800,2,-9.9,5.71837760910816,-7.9724045,104
210900,3,-9.95,5.71841631104789,-7.9722476,104
211000,1,-9.95,5.718431279620853,-7.972088,104
211100,4,-9.45,5.718488867835149,-7.971863,104
211200,1,-9.95,5.718357007575758,-7.971899,104
211300,14,-8.9,5.718452437292949,-7.971696,104
211400,13,-7.4,5.718661305581835,-7.9717765,104
211500,4,-10.4,5.718817966903074,-7.971685,104
211600,4,-10.15,5.719026465028356,-7.971671,104
211700,4,-10.9,5.718450637694851,-7.9719386,104
211800,4,-10.4,5.718262511803588,-7.971871,104
211900,4,-9.45,5.717966021708353,-7.971821,104
212000,4,-10.55,5.7178443396226415,-7.9716444,104
212100,14,-8.9,5.718312116925978,-7.971535,104
212200,4,-9.9,5.718520263901979,-7.9713864,104
212300,4,-10.9,5.71901083372586,-7.9711943,104
212400,4,-10.4,5.718757062146893,-7.9712358,104
212500,14,-8.4,5.719105882352941,-7.9711328,104
212600,3,-10.45,5.719369708372531,-7.9710155,104
212700,2,-9.9,5.719473436765397,-7.970806,104
212800,4,-9.9,5.719191729323308,-7.9706736,104
212900,3,-9.9,5.718835133865665,-7.970784,104
213000,4,-9.65,5.719079812206573,-7.9705873,104
213100,3,-10.95,5.7191600187705305,-7.9705544,104
213200,4,-9.9,5.719713883677298,-7.970452,104
213300,4,-10.95,5.719643694327239,-7.9705696,104
213400,11,-8.4,5.719695407685099,-7.9704556,104
213500,4,-9.9,5.719714285714286,-7.9703064,104
213600,16,-9.4,5.719597378277154,-7.97013,104
213700,4,-10.45,5.719270004679458,-7.970143,104
213800,4,-9.7,5.719200187090739,-7.9699783,104
213900,1,-9.95,5.719111734455353,-7.9698973,104
214000,4,-10.4,5.719439252336449,-7.9698873,104
214100,2,-9.4,5.719514245679589,-7.969906,104
214200,3,-10.45,5.719556489262372,-7.969686,104
214300,13,-8.45,5.719598693420439,-7.9695396,104
214400,2,-10.05,5.719836753731343,-7.9694195,104
214500,4,-10.4,5.719501165501166,-7.9694085,104
214600,4,-9.9,5.719785647716682,-7.969517,104
214700,4,-9.9,5.719473684210526,-7.969471,104
214800,4,-11.4,5.719399441340782,-7.9691453,104
214900,4,-10.5,5.719157747789669,-7.969165,104
215000,4,-9.45,5.718846511627907,-7.969209,104
215100,14,-7.9,5.719005113900511,-7.969008,104
215200,2,-10.4,5.719144981412639,-7.969151,104
215300,2,-10.9,5.718871342313052,-7.9688573,104
215400,4,-9.9,5.718741875580315,-7.9690113,104
215500,3,-9.9,5.718988399071926,-7.968885,104
215600,4,-11.0,5.718506493506493,-7.9689693,104
215700,4,-10.4,5.71949003245248,-7.968813,104
215800,4,-10.2,5.7195551436515295,-7.968871,104
215900,4,-10.4,5.7194163964798514,-7.9687634,104
216000,6,-10.9,5.7195833333333335,-7.9687467,104
216100,14,-8.45,5.71945395650162,-7.9686694,104
216200,4,-10.4,5.719731729879741,-7.96878,104
216300,4,-10.9,5.719865926953306,-7.9686017,104
216400,6,-10.9,5.720258780036969,-7.9683685,104
216500,4,-10.9,5.7201108545034645,-7.9683948,104
